ID,age,work_type,final_weight,education,total_education_yrs,marital_state,job,status,ethnicity,sex,capital_gain,capital_loss,hrs_per_week,nationality,target_income
261,43,State-gov,41834,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,38,US,1
262,28,Self-emp-not-inc,315417,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,M,2176,0,40,US,0
263,42,Private,150568,HS-grad,9,Separated,Sales,Unmarried,White,F,0,0,45,US,0
264,29,Private,204862,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,F,0,0,36,US,0
265,47,Private,123207,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,F,0,0,20,US,1
266,34,Private,96480,Some-college,10,Separated,Exec-managerial,Unmarried,White,F,0,0,40,US,0
267,27,Private,191782,HS-grad,9,Never-married,Other-service,Other-relative,Black,F,0,0,30,US,0
268,40,Private,187164,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,0,1672,45,US,0
269,26,Private,189238,9th,5,Never-married,Other-service,Own-child,White,F,0,0,38,El-Salvador,0
270,36,Private,63509,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,48,US,1
271,42,Private,129684,HS-grad,9,Divorced,Exec-managerial,Not-in-family,Black,F,5455,0,50,US,0
272,54,Private,146834,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,60,US,0
273,24,Federal-gov,44075,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,M,0,0,40,US,0
274,51,Federal-gov,160703,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,40,US,0
275,24,Private,113515,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,F,0,0,40,US,0
276,30,Private,189759,Bachelors,13,Never-married,Transport-moving,Not-in-family,White,M,4865,0,40,US,0
277,40,Self-emp-not-inc,223881,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,99999,0,70,US,1
278,48,?,184513,Bachelors,13,Married-civ-spouse,?,Husband,White,M,0,0,80,US,1
279,50,Local-gov,199995,Bachelors,13,Divorced,Protective-serv,Not-in-family,White,M,0,0,40,US,1
280,27,Private,107236,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,M,0,0,40,US,0
281,47,Private,189123,11th,7,Married-civ-spouse,Adm-clerical,Husband,White,M,0,1485,58,US,0
282,28,Private,338376,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,M,0,0,50,US,1
283,32,Private,372317,9th,5,Separated,Other-service,Unmarried,White,F,0,0,23,Mexico,0
284,39,Private,190728,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
285,20,Private,266015,Some-college,10,Never-married,Sales,Own-child,Black,M,0,0,44,US,0
286,33,Private,348152,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
287,48,Private,139290,10th,6,Separated,Machine-op-inspct,Own-child,White,F,0,0,48,US,0
288,47,Self-emp-inc,483596,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,2885,0,32,US,0
289,43,Local-gov,161240,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,M,0,0,45,US,1
290,42,Private,152676,HS-grad,9,Divorced,Exec-managerial,Own-child,White,M,0,0,40,US,0
291,39,Private,115422,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,30,US,0
292,33,Private,348618,5th-6th,3,Married-spouse-absent,Transport-moving,Unmarried,Other,M,0,0,20,El-Salvador,0
293,23,Private,95989,Some-college,10,Never-married,Other-service,Own-child,White,F,0,0,30,US,0
294,53,Local-gov,207449,10th,6,Married-civ-spouse,Other-service,Husband,White,M,0,0,40,US,0
295,35,Private,223514,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Black,F,0,0,40,US,0
296,21,Private,234108,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,M,0,0,40,US,0
297,33,State-gov,173806,Masters,14,Never-married,Prof-specialty,Not-in-family,White,M,0,0,30,US,0
298,20,Federal-gov,225515,Some-college,10,Never-married,Tech-support,Own-child,White,F,0,0,24,US,0
299,42,Private,178074,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,F,0,0,40,US,0
300,46,Self-emp-not-inc,102308,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,0,2415,40,US,1
301,18,Self-emp-not-inc,230373,11th,7,Never-married,Other-service,Own-child,White,F,594,0,4,US,0
302,27,Private,279872,Some-college,10,Divorced,Other-service,Not-in-family,White,M,0,0,40,US,0
303,19,Private,195805,HS-grad,9,Never-married,Sales,Own-child,White,F,0,0,12,US,0
304,28,Private,412149,10th,6,Never-married,Farming-fishing,Other-relative,White,M,0,0,35,Mexico,0
305,35,Private,32528,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,M,0,0,45,US,0
306,52,Local-gov,152795,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
307,19,Private,141868,HS-grad,9,Never-married,Transport-moving,Own-child,White,M,0,0,40,US,0
308,20,Private,444554,10th,6,Never-married,Handlers-cleaners,Own-child,White,M,0,0,40,US,0
309,32,Private,388672,Some-college,10,Divorced,Handlers-cleaners,Not-in-family,White,M,0,0,16,US,0
310,18,Private,577521,11th,7,Never-married,Sales,Own-child,White,M,0,0,13,US,0
311,52,Private,74660,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,US,0
312,21,Private,35424,Some-college,10,Never-married,Sales,Own-child,White,F,0,0,25,US,0
313,61,State-gov,199495,12th,8,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
314,26,Private,124068,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,F,0,0,20,US,0
315,40,Self-emp-inc,33126,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,50,US,0
316,65,Self-emp-inc,184965,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,M,99999,0,40,US,1
317,47,Private,185866,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,60,?,1
318,23,?,154373,Bachelors,13,Never-married,?,Not-in-family,White,F,0,0,50,US,0
319,38,Private,227945,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,M,99999,0,65,US,1
320,41,Private,38397,HS-grad,9,Divorced,Other-service,Not-in-family,White,F,0,0,40,US,0
321,39,Self-emp-inc,131288,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,M,5178,0,48,US,1
322,49,Self-emp-inc,26502,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,M,6497,0,45,US,0
323,20,Private,70708,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,M,0,0,60,US,0
324,40,Private,126868,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,M,0,0,40,US,0
325,43,Private,111949,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,F,0,0,35,US,0
326,58,Private,49893,Some-college,10,Married-civ-spouse,Sales,Husband,White,M,0,0,45,US,0
327,29,State-gov,214284,Masters,14,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,F,0,0,20,Taiwan,0
328,32,Self-emp-inc,195447,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,0,0,45,US,0
329,60,Private,151369,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,60,US,1
330,28,Private,196690,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,F,0,1669,42,US,0
331,44,Private,290521,HS-grad,9,Widowed,Exec-managerial,Unmarried,Black,F,0,0,40,US,0
332,43,Self-emp-not-inc,152958,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,35,US,1
333,48,Private,165484,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,65,US,1
334,19,Private,99246,11th,7,Never-married,Machine-op-inspct,Not-in-family,White,F,0,0,25,US,0
335,64,Private,292639,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,F,10566,0,35,US,0
336,48,Private,239058,12th,8,Widowed,Handlers-cleaners,Unmarried,White,F,0,0,50,US,0
337,47,Local-gov,36169,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,60,US,1
338,25,Private,245628,Some-college,10,Never-married,Tech-support,Own-child,White,M,0,0,15,Mexico,0
339,29,Private,214925,Masters,14,Never-married,Exec-managerial,Not-in-family,Black,M,0,0,60,US,0
340,48,Self-emp-not-inc,28791,HS-grad,9,Married-civ-spouse,Sales,Wife,White,F,0,0,50,US,0
341,55,Private,37438,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,1
342,25,Local-gov,222800,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,M,0,0,40,US,0
343,41,Self-emp-inc,149102,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,35,US,1
344,68,?,186266,HS-grad,9,Married-civ-spouse,?,Wife,White,F,0,0,8,US,0
345,44,Private,196545,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,M,7298,0,40,US,1
346,49,Private,186982,Some-college,10,Separated,Exec-managerial,Not-in-family,White,F,0,0,45,US,1
347,25,Local-gov,334267,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,US,1
348,19,Private,118535,12th,8,Never-married,Sales,Own-child,White,F,0,0,18,US,0
349,49,Private,184986,HS-grad,9,Divorced,Other-service,Not-in-family,White,F,0,0,40,US,0
350,26,Private,212748,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,40,US,0
351,23,Private,111450,12th,8,Never-married,Other-service,Unmarried,Black,M,0,0,38,US,0
352,49,Federal-gov,105586,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,M,0,0,40,US,1
353,23,Private,27776,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,24,US,0
354,46,Private,585361,9th,5,Divorced,Exec-managerial,Unmarried,White,F,0,0,40,US,0
355,61,?,226989,Some-college,10,Married-spouse-absent,?,Not-in-family,White,M,0,0,40,US,0
356,23,Private,291407,Some-college,10,Never-married,Sales,Own-child,Black,M,0,0,25,US,0
357,23,Private,224059,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
358,49,Private,125892,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,0,0,40,US,0
359,35,Local-gov,107233,HS-grad,9,Never-married,Adm-clerical,Unmarried,Amer-Indian-Eskimo,M,0,0,55,US,0
360,33,Private,166961,11th,7,Separated,Sales,Own-child,White,F,0,0,20,US,0
361,35,Private,244803,HS-grad,9,Never-married,Handlers-cleaners,Other-relative,White,M,0,0,40,Peru,0
362,58,Private,357788,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,M,0,0,40,US,0
363,38,Private,26987,HS-grad,9,Divorced,Other-service,Unmarried,White,F,0,0,40,US,0
364,52,Private,204322,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,M,5013,0,40,US,0
365,33,Private,82393,HS-grad,9,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,M,0,0,40,US,0
366,37,Private,193952,HS-grad,9,Divorced,Other-service,Not-in-family,Black,F,0,0,40,?,0
367,37,Private,127772,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,50,US,1
368,50,Private,305319,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
369,22,Private,218886,12th,8,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,M,0,0,40,US,0
370,30,Private,194901,11th,7,Never-married,Handlers-cleaners,Own-child,White,M,0,0,40,US,0
371,51,Private,334273,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
372,36,Self-emp-not-inc,241998,Some-college,10,Married-civ-spouse,Sales,Husband,White,M,99999,0,20,US,1
373,31,Private,198452,Bachelors,13,Never-married,Adm-clerical,Own-child,White,F,0,0,40,US,0
374,31,Local-gov,381153,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,M,15024,0,56,US,1
375,27,Private,52028,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,F,0,0,40,South,0
376,20,Private,53878,HS-grad,9,Never-married,Craft-repair,Unmarried,White,M,0,0,40,US,0
377,30,Private,541343,10th,6,Married-civ-spouse,Other-service,Husband,Black,M,0,0,40,US,0
378,63,Private,298113,Some-college,10,Divorced,Other-service,Not-in-family,White,M,0,0,40,US,0
379,40,Local-gov,179580,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,F,0,0,40,US,0
380,19,Private,285263,HS-grad,9,Never-married,Adm-clerical,Own-child,White,M,0,0,40,US,0
381,45,Private,34419,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,7298,0,40,US,1
382,73,Private,247355,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,16,Canada,0
383,38,State-gov,341643,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,M,0,0,60,US,0
384,33,Private,87605,HS-grad,9,Never-married,Other-service,Unmarried,Black,F,0,0,40,US,0
385,22,Private,31387,Bachelors,13,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,F,2885,0,25,US,0
386,45,Federal-gov,283037,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,US,0
387,36,Private,182013,Some-college,10,Divorced,Tech-support,Unmarried,White,F,0,0,40,US,0
388,32,Private,116677,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
389,30,State-gov,190385,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,F,0,0,37,US,0
390,26,Local-gov,283217,Some-college,10,Never-married,Protective-serv,Own-child,White,M,0,0,40,US,0
391,30,Private,60426,HS-grad,9,Married-civ-spouse,Adm-clerical,Own-child,Amer-Indian-Eskimo,F,0,0,40,US,0
392,40,Private,276096,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
393,30,Private,165503,Bachelors,13,Never-married,Sales,Own-child,White,F,0,0,65,US,0
394,23,Local-gov,280164,HS-grad,9,Never-married,Other-service,Own-child,Black,M,0,0,32,US,0
395,67,Self-emp-not-inc,195066,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,50,US,0
396,30,Private,83253,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,55,US,0
397,23,Private,217961,Some-college,10,Married-civ-spouse,Other-service,Husband,White,M,0,0,40,US,0
398,50,Self-emp-inc,198400,HS-grad,9,Married-civ-spouse,Sales,Husband,Black,M,0,0,60,US,0
399,26,Private,746432,HS-grad,9,Never-married,Handlers-cleaners,Own-child,Black,M,0,0,48,US,0
400,39,Private,355468,HS-grad,9,Married-civ-spouse,Sales,Husband,White,M,0,1887,46,US,1
401,58,Private,183810,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,M,0,0,40,US,0
402,26,Private,102420,Bachelors,13,Never-married,Sales,Not-in-family,Asian-Pac-Islander,F,0,0,40,South,0
403,30,Private,293936,HS-grad,9,Never-married,Other-service,Not-in-family,White,M,0,0,50,?,0
404,26,Private,276548,HS-grad,9,Married-civ-spouse,Sales,Wife,White,F,0,0,20,US,0
405,68,Private,211287,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,M,0,2392,40,US,1
406,37,Private,385452,10th,6,Divorced,Craft-repair,Unmarried,White,F,0,0,40,US,0
407,20,?,133515,Some-college,10,Never-married,?,Own-child,White,F,0,0,15,France,0
408,49,Local-gov,177114,Masters,14,Divorced,Prof-specialty,Not-in-family,White,F,0,0,60,US,0
409,37,Private,60722,Some-college,10,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,F,0,0,40,Japan,1
410,27,?,188711,Some-college,10,Divorced,?,Not-in-family,White,M,0,0,30,US,0
411,32,Private,344129,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,1
412,22,Private,195179,Some-college,10,Never-married,Sales,Own-child,White,M,0,0,24,US,0
413,33,State-gov,73296,HS-grad,9,Never-married,Other-service,Unmarried,Black,F,1831,0,40,US,0
414,32,Private,311524,HS-grad,9,Never-married,Craft-repair,Own-child,Black,M,0,0,38,US,0
415,22,Private,181313,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,F,0,0,30,US,0
416,20,Private,79691,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,M,0,0,40,US,0
417,47,Self-emp-not-inc,121124,Bachelors,13,Married-civ-spouse,Sales,Husband,White,M,0,0,40,US,1
418,24,Private,140001,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,M,0,0,40,US,0
419,55,Self-emp-not-inc,189933,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,50,US,0
420,30,Local-gov,83066,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,M,0,0,40,US,0
421,50,Self-emp-not-inc,197054,Prof-school,15,Divorced,Sales,Not-in-family,White,M,0,0,50,US,1
422,25,Private,248851,Bachelors,13,Never-married,Other-service,Own-child,White,M,0,0,40,US,0
423,39,Private,177181,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,40,US,0
424,27,Private,106039,Bachelors,13,Divorced,Prof-specialty,Own-child,White,F,0,0,50,US,0
425,27,Private,42696,HS-grad,9,Married-spouse-absent,Other-service,Unmarried,White,F,0,0,40,US,0
426,30,Private,113364,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,White,M,0,0,40,Vietnam,0
427,32,Private,44392,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,M,0,0,40,US,0
428,18,Private,118938,11th,7,Never-married,Sales,Own-child,White,M,0,0,18,US,0
429,21,Private,252253,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,F,0,0,40,US,0
430,24,Private,161708,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,F,0,0,45,US,1
431,28,Private,115971,Some-college,10,Divorced,Adm-clerical,Unmarried,White,F,0,0,40,US,0
432,44,Private,242619,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,M,0,0,40,US,0
433,36,Federal-gov,192443,Some-college,10,Never-married,Exec-managerial,Not-in-family,Black,M,13550,0,40,US,1
434,32,Private,390157,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,F,0,0,40,US,0
435,24,Private,154571,Some-college,10,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,M,0,0,20,US,0
436,33,Private,80145,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,60,US,0
437,28,Private,116613,Some-college,10,Never-married,Tech-support,Own-child,White,F,0,0,24,US,0
438,68,Private,117236,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,M,20051,0,45,US,1
439,52,Private,146711,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,50,US,1
440,46,Private,110151,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,F,0,0,45,US,0
441,34,State-gov,118551,Bachelors,13,Married-civ-spouse,Tech-support,Own-child,White,F,5178,0,25,?,1
442,53,Self-emp-not-inc,162576,7th-8th,4,Married-civ-spouse,Tech-support,Husband,White,M,0,0,99,US,0
443,36,Private,49837,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,F,0,0,40,US,0
444,45,Self-emp-not-inc,174426,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,M,0,0,35,US,0
445,57,Federal-gov,425161,Masters,14,Married-civ-spouse,Sales,Husband,White,M,15024,0,40,US,1
446,36,Self-emp-inc,216711,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,M,99999,0,50,?,1
447,63,Self-emp-not-inc,289741,Masters,14,Married-civ-spouse,Farming-fishing,Husband,White,M,41310,0,50,US,0
448,39,Private,42044,11th,7,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,40,US,0
449,30,Private,77143,Bachelors,13,Never-married,Exec-managerial,Own-child,Black,M,0,0,40,Germany,0
450,63,Private,84737,7th-8th,4,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,M,0,0,40,South,0
451,18,Private,152246,Some-college,10,Never-married,Other-service,Own-child,Asian-Pac-Islander,M,0,0,16,US,0
452,28,Self-emp-not-inc,227890,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,M,0,0,50,US,1
453,21,Private,255685,Some-college,10,Never-married,Other-service,Own-child,Black,M,0,0,40,Outlying-US(Guam-USVI-etc),0
454,31,Private,118710,Masters,14,Married-civ-spouse,Tech-support,Husband,White,M,0,1902,40,US,1
455,31,Private,399052,9th,5,Married-civ-spouse,Farming-fishing,Wife,White,F,0,0,42,US,0
456,68,Private,107627,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,M,0,0,15,US,0
457,17,Private,321880,10th,6,Never-married,Other-service,Own-child,Black,M,0,0,15,US,0
458,21,Private,206492,HS-grad,9,Never-married,Sales,Own-child,White,F,0,0,40,?,0
459,18,Private,761006,11th,7,Never-married,Other-service,Own-child,White,F,0,0,20,US,0
460,58,Local-gov,215245,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,F,0,0,37,US,0
461,45,Private,204205,7th-8th,4,Divorced,Machine-op-inspct,Not-in-family,White,M,0,0,48,US,0
462,52,Private,181677,10th,6,Married-civ-spouse,Transport-moving,Husband,White,M,0,0,30,US,1
463,27,Private,180758,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,M,0,0,30,US,0
464,57,Private,139290,HS-grad,9,Divorced,Other-service,Not-in-family,White,M,0,0,38,US,0
465,25,Private,178505,Some-college,10,Never-married,Exec-managerial,Other-relative,White,F,0,1504,45,US,0
466,37,Private,125550,HS-grad,9,Never-married,Tech-support,Not-in-family,White,F,14084,0,35,US,1
467,47,Private,111961,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,F,0,0,30,US,0
468,38,Self-emp-not-inc,67317,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,M,0,0,60,US,0
469,24,Local-gov,452640,Some-college,10,Never-married,Tech-support,Not-in-family,White,M,14344,0,50,US,1
470,21,Private,355287,9th,5,Never-married,Machine-op-inspct,Not-in-family,White,M,0,0,48,Mexico,0
471,20,Private,117476,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
472,37,Local-gov,108540,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,M,0,0,40,US,0
473,37,Private,526968,Masters,14,Never-married,Prof-specialty,Not-in-family,White,F,0,0,38,US,1
